time,seconds_elapsed,z,y,x
1771073480698348500,0.0973486328125,0.1165132075548172,0.060453712940216064,-0.03808317333459854
1771073480708282000,0.1072822265625,0.09520793706178665,-0.0141147430986166,-0.02636527456343174
1771073480728151800,0.12715185546875,0.00892158318310976,-0.2090579867362976,0.1291632205247879
1771073480738088200,0.137088134765625,-0.051798444241285324,-0.21971063315868378,0.2569948434829712
1771073480748025900,0.14702587890625,-0.09867004305124283,-0.15899059176445007,0.33475908637046814
1771073480757964800,0.15696484375,-0.11677952855825424,-0.06631266325712204,0.3613906800746918
1771073480767904800,0.16690478515625,-0.11464899778366089,0.014647374860942364,0.33902016282081604
1771073480777846000,0.176845947265625,-0.0997353047132492,0.08069372177124023,0.2857569754123688
1771073480787788500,0.18678857421875,-0.0762995108962059,0.1435442715883255,0.21651484072208405
1771073480797731800,0.19673193359375,-0.04647212475538254,0.2000032514333725,0.1387505829334259
1771073480807676000,0.206676025390625,-0.01664474420249462,0.22983063757419586,0.056725289672613144
1771073480817620700,0.216620849609375,0.01850895583629608,0.2330264151096344,-0.03701791167259216
1771073480827565800,0.22656591796875,0.11331742256879807,0.22450430691242218,-0.19254639744758606
1771073480837511000,0.236510986328125,0.30613014101982117,0.15100112557411194,-0.4535360038280487
1771073480847454700,0.246454833984375,0.4467449486255646,0.1435442715883255,-0.6303697824478149
1771073480857394700,0.256394775390625,0.5511407852172852,0.22983063757419586,-0.7752456068992615
1771073480867334700,0.266334716796875,0.6395576596260071,0.33422645926475525,-0.9137299060821533
1771073480877274600,0.276274658203125,0.6864292621612549,0.40346860885620117,-0.9755151867866516
1771073480887214600,0.286214599609375,0.6800376772880554,0.4450138807296753,-0.9392961859703064
1771073480897154600,0.296154541015625,0.6331660747528076,0.4673844277858734,-0.8253130316734314
1771073480907094500,0.306094482421875,0.5511407852172852,0.4929507374763489,-0.6783066391944885
1771073480917034200,0.3160341796875,0.45207124948501587,0.49401602149009705,-0.5366265773773193
1771073480926974200,0.32597412109375,0.350871205329895,0.4215780794620514,-0.4162517786026001
1771073480936914200,0.3359140625,0.2613890767097473,0.2649843394756317,-0.31505173444747925
1771073480946854100,0.345854248046875,0.19747324287891388,0.0913463607430458,-0.2138516753911972
1771073480956794000,0.355794189453125,0.16231954097747803,-0.0141147430986166,-0.09880319982767105
1771073480966734000,0.365734130859375,0.1442100703716278,-0.05779055133461952,0.02263685315847397
1771073480976674000,0.375674072265625,0.1346226930618286,-0.09081372618675232,0.1291632205247879
1771073480986614000,0.385614013671875,0.13355742394924164,-0.13981585204601288,0.2047969400882721
1771073480996554000,0.395553955078125,0.15273217856884003,-0.18029586970806122,0.24421168863773346
1771073481006494000,0.405493896484375,0.19534271955490112,-0.2005358785390854,0.25486433506011963
1771073481016434000,0.415433837890625,0.2528669536113739,-0.18668745458126068,0.24847275018692017
1771073481026374000,0.425373779296875,0.3146522343158722,-0.12596742808818817,0.22290641069412231
1771073481036313900,0.43531396484375,0.3700459599494934,-0.05033370852470398,0.1909485012292862
1771073481046253600,0.445253662109375,0.417982816696167,0.025300011038780212,0.14940322935581207
1771073481056193500,0.455193603515625,0.43289652466773987,0.1627190262079239,0.03328948840498924
1771073481066133500,0.465133544921875,0.40519964694976807,0.27244117856025696,-0.1392832249403
1771073481076073500,0.475073486328125,0.3806985914707184,0.3086601495742798,-0.2522011697292328
1771073481086013400,0.485013427734375,0.3838943839073181,0.4066644012928009,-0.33316120505332947
1771073481095953400,0.494953369140625,0.38815543055534363,0.5249086618423462,-0.4077296555042267
1771073481105893400,0.504893310546875,0.39561229944229126,0.6037381887435913,-0.44714441895484924
1771073481115833300,0.514833251953125,0.41585230827331543,0.6708498001098633,-0.44714441895484924
1771073481125773300,0.524773193359375,0.4414186179637909,0.714525580406189,-0.41838228702545166
1771073481135713300,0.53471337890625,0.48189863562583923,0.684698224067688,-0.35659700632095337
1771073481145653200,0.5446533203125,0.530900776386261,0.5866939425468445,-0.27670222520828247
1771073481155593200,0.55459326171875,0.5649892091751099,0.42796966433525085,-0.19893798232078552
1771073481165533200,0.564533203125,0.4456796646118164,0.26285380125045776,-0.2287653684616089
1771073481175473000,0.574472900390625,0.21877852082252502,0.0774979293346405,-0.3416832983493805
1771073481185412900,0.584412841796875,0.0504668653011322,-0.1291632205247879,-0.4577970504760742
1771073481195352800,0.594352783203125,-0.07097318768501282,-0.32410645484924316,-0.5547360181808472
1771073481205292800,0.604292724609375,-0.18282587826251984,-0.425306499004364,-0.6218476295471191
1771073481215232800,0.614232666015625,-0.2605901062488556,-0.3699128031730652,-0.6111950278282166
1771073481225172700,0.6241728515625,-0.269112229347229,-0.17283903062343597,-0.4865591824054718
1771073481235112700,0.63411279296875,-0.22543641924858093,0.0913463607430458,-0.2745717167854309
1771073481245052700,0.644052734375,-0.1380847990512848,0.3406180441379547,-0.027430538088083267
1771073481254992600,0.65399267578125,-0.015579480677843094,0.5696497559547424,0.23675484955310822
1771073481264932600,0.6639326171875,0.11970899999141693,0.7464835047721863,0.4764391779899597
1771073481274872600,0.67387255859375,0.24434484541416168,0.7954856157302856,0.6458160877227783
1771073481284812500,0.6838125,0.3434143662452698,0.6974813938140869,0.7246456146240234
1771073481294752300,0.693752197265625,0.41478702425956726,0.45673179626464844,0.7278413772583008
1771073481304692200,0.703692138671875,0.4701807498931885,0.11691268533468246,0.6617950201034546
1771073481314632200,0.713632080078125,0.5053344368934631,-0.24527695775032043,0.5307676196098328
1771073481324572200,0.723572265625,0.5181176066398621,-0.5435507893562317,0.3784348964691162
1771073481334512000,0.73351220703125,0.5245091915130615,-0.689491868019104,0.237820103764534
1771073481344452000,0.7434521484375,0.5340965390205383,-0.7193192839622498,0.13022847473621368
1771073481354392000,0.75339208984375,0.5372923612594604,-0.7022750377655029,0.08016108721494675
1771073481364332000,0.76333203125,0.5351617932319641,-0.6095971465110779,0.09507478028535843
1771073481374272000,0.77327197265625,0.5372923612594604,-0.4306328296661377,0.14514216780662537
1771073481384212000,0.7832119140625,0.5340965390205383,-0.23355905711650848,0.19840535521507263
1771073481394152000,0.79315185546875,0.5159870982170105,-0.08122635632753372,0.21225377917289734
1771073481404092000,0.803091796875,0.4925512671470642,-0.00985368900001049,0.17923060059547424
1771073481414032000,0.813031982421875,0.482963889837265,-0.0002663159102667123,0.11638005077838898
1771073481423971600,0.8229716796875,0.4872249662876129,-0.019441060721874237,0.031158961355686188
1771073481433911600,0.83291162109375,0.5053344368934631,-0.06950845569372177,-0.07536740601062775
1771073481443851500,0.8428515625,0.5266396999359131,-0.15579481422901154,-0.20852535963058472
1771073481453791500,0.85279150390625,0.5447492003440857,-0.27297380566596985,-0.3608580529689789
1771073481463731500,0.8627314453125,0.5649892091751099,-0.40400123596191406,-0.5078644156455994
1771073481473671400,0.87267138671875,0.6086649894714355,-0.5233107805252075,-0.6197171211242676
1771073481483611400,0.882611328125,0.6715155839920044,-0.6159886717796326,-0.6921550631523132
1771073481493551400,0.89255126953125,0.7333008646965027,-0.6799045205116272,-0.7155908346176147
1771073481503491300,0.9024912109375,0.7940208911895752,-0.6703171730041504,-0.6793718934059143
1771073481513431300,0.912431396484375,0.8472840785980225,-0.5744433999061584,-0.5941507816314697
1771073481523371300,0.922371337890625,0.8739156723022461,-0.4593949317932129,-0.4673844277858734
1771073481533311200,0.932311279296875,0.8728504180908203,-0.35286858677864075,-0.31931278109550476
1771073481543251200,0.942251220703125,0.8238482475280762,-0.20799273252487183,-0.1627190262079239
1771073481553191000,0.95219091796875,0.7183871865272522,-0.017310533672571182,-0.013582111336290836
1771073481563131000,0.962130859375,0.6107955574989319,0.20639483630657196,0.12383689731359482
1771073481573070800,0.97207080078125,0.5170523524284363,0.4269044101238251,0.25379905104637146
1771073481583010800,0.9820107421875,0.41478702425956726,0.6186518669128418,0.3507380485534668
1771073481592950800,0.99195068359375,0.27310696244239807,0.7060034871101379,0.39441385865211487
1771073481602890800,1.001890869140625,0.09946899116039276,0.6761760711669922,0.40080544352531433
1771073481612830700,1.011830810546875,-0.043276336044073105,0.6367613673210144,0.3922833502292633
1771073481622770700,1.021770751953125,-0.11784479022026062,0.6207823753356934,0.3731085956096649
1771073481632710700,1.031710693359375,-0.10399636626243591,0.6303697824478149,0.32836753129959106
1771073481642650600,1.041650634765625,0.005725792143493891,0.6942855715751648,0.24101589620113373
1771073481652590600,1.051590576171875,0.22090904414653778,0.8199867010116577,0.09933583438396454
1771073481662530600,1.061530517578125,0.5404881238937378,0.9478183388710022,-0.09880319982767105
1771073481672470500,1.071470458984375,0.9154609441757202,0.99468994140625,-0.34274858236312866
1771073481682410200,1.08141015625,1.2350400686264038,0.927578330039978,-0.588824450969696
1771073481692350200,1.09135009765625,1.3948296308517456,0.760331928730011,-0.8221172094345093
1771073481702290200,1.101290283203125,1.3799158334732056,0.5270391702651978,-0.9904288649559021
1771073481712230100,1.111230224609375,1.2382358312606812,0.29587697982788086,-1.0458226203918457
1771073481722170000,1.121170166015625,1.0070736408233643,0.138217955827713,-0.9648625254631042
1771073481732110000,1.131110107421875,0.6779071688652039,0.009321057237684727,-0.7496792674064636
1771073481742050000,1.141050048828125,0.23582273721694946,-0.16431692242622375,-0.4205128252506256
1771073481751990000,1.150989990234375,-0.30852699279785156,-0.36671701073646545,-0.05938844755291939
